NOMGARE;PAYS;VILLEDESSERVIE;X;Y;TGV
Saint-Aubin-sur-Scie;France;Saint-Aubin-sur-Scie;49,87097791;1,06661563; 
Saint-Aulaire;France;Saint-Aulaire;45,24992137;1,39845652; 
Saint-Aunès;France;Saint-Aunes;43,63541407;3,96310869; 
Saint-Ay;France;Saint-Ay;47,86318567;1,75013257; 
Saint-Béron;France;Saint-Beron;45,50387376;5,73149409; 
Saint-Bertrand-de-Comminges;France;Saint-Bertrand-de-Comminges;43,03818546;0,59381716; 
Saint-Blaise-la-Roche;France;Saint-Blaise-la-Roche;48,40759946;7,16535668; 
Saint-Bonnet-de-Montauroux;France;Saint-Bonnet-de-Montauroux;44,83786928;3,74170709; 
Saint-Bonnet-de-Rochefort;France;Saint-Bonnet-de-Rochefort;46,14777061;3,13994367; 
Saint-Brès;France;Saint-Bres;43,66067255;4,02733071; 
Saint-Brice-sur-Vienne;France;Saint-Brice-sur-Vienne;45,87724491;0,95291699; 
Saint-Brieuc;France;Saint-Brieuc;48,50722302;-2,76546663;OUI
Saint-Césaire-de-Gauzignan;France;Saint-Cesaire-de-Gauzignan;43,81329765;4,32766859; 
Saint-Chamas;France;Saint-Chamas;43,551606;5,03934349; 
Saint-Chamond;France;Saint-Chamond;45,47243783;4,51715973;
Saint-Chély-d'Apcher;France;Saint-Chely-d'Apcher;44,80170127;3,2707413; 
Saint-Chéron;France;Saint-Cheron;48,55091088;2,1252945; 
Saint-Christophe-Vallon;France;Saint-Christophe-Vallon;44,46468683;2,407487; 
Saint-Claude;France;Saint-Claude;46,39000069;5,86013362; 
Saint-Clément;France;Saint-Clement;48,53144442;6,60783416; 
Saint-Cloud;France;Saint-Cloud;48,84522585;2,21693381; 
Saint-Cyprien;France;Saint-Cyprien;44,86332455;1,04372331; 
Saint-Cyr-en-Val;France;Saint-Cyr-en-Val;47,81906126;1,94742337; 
Saint-Cyr-l'École;France;Saint-Cyr-l'Ecole;48,79879701;2,07323675; 
Saint-Denis;France;Saint-Denis;48,93529301;2,34548008; 
Saint-Denis-de-Pile;France;Saint-Denis-de-Pile;44,97853257;-0,19807444; 
Saint-Denis-des-Murs;France;Saint-Denis-des-Murs;45,7884033;1,55173161; 
Saint-Denis-lès-Martel;France;Saint-Denis-les-Martel;44,94579181;1,6662866; 
Saint-Didier;France;Saint-Didier;47,31673858;4,19701255; 
Saint-Didier-en-Velay;France;Saint-Didier-en-Velay;45,29678742;4,25911325; 
Saint-Didier-sur-Arroux;France;Saint-Didier-sur-Arroux;46,8466546;4,10755869; 
Sainte Foy La Grande;France;Sainte Foy La Grande;44,83675537;0,22148273;
Sainte-Anastasie;France;Sainte-Anastasie;45,16994236;2,96965717; 
Sainte-Anne-d'Auray;France;Sainte-Anne-d'Auray;47,67845886;-2,96039369; 
Sainte-Bazeille;France;Sainte-Bazeille;44,53230384;0,09320612; 
Sainte-Cécile-d'Andorge;France;Sainte-Cecile-d'Andorge;44,25512455;3,97567071; 
Sainte-Christie;France;Sainte-Christie;43,75486476;0,63193733; 
Sainte-Colombe;France;Sainte-Colombe;46,87943125;6,2662092; 
Sainte-Croix-aux-Mines;France;Sainte-Croix-aux-Mines;48,26171891;7,23003397; 
Sainte-Eulalie;France;Sainte-Eulalie;44,89779002;-0,49392278; 
Sainte-Gauburge-Sainte-Colombe;France;Sainte-Gauburge-Sainte-Colombe;48,71726323;0,42810818; 
Sainte-Geneviève-des-Bois;France;Sainte-Genevieve-des-Bois;48,65303568;2,3132549; 
Saint-Égrève;France;Saint-Egreve;45,23570155;5,67119196; 
Sainte-Léocadie;France;Sainte-Leocadie;42,44154561;2,01116767; 
Sainte-Lizaigne;France;Sainte-Lizaigne;47,00263964;2,03007573; 
Saint-Éloi;France;Saint-Eloi;46,97095166;3,21862527; 
Saint-Éloy-les-Mines;France;Saint-Eloy-les-Mines;46,16970526;2,8348755; 
Sainte-Menehould;France;Sainte-Menehould;49,09006411;4,9039865; 
Sainte-Mère;France;Sainte-Mere;44,00252341;0,66834431; 
Saint-Émilion;France;Saint-Emilion;44,88125462;-0,15947126; 
Sainte-Pazanne;France;Sainte-Pazanne;47,10507605;-1,81431856; 
Saint-Erme-Outre-et-Ramecourt;France;Saint-Erme-Outre-et-Ramecourt;49,52691466;3,85759825; 
Saintes;France;Saintes;45,74784288;-0,61757581;
Sainte-Segrée;France;Sainte-Segree;49,75252829;1,91475607; 
Saint-Etienne Châteaucreux;France;Saint-Etienne Chateaucreux;45,44338161;4,39999641;OUI
Saint-Étienne-de-Baïgorry;France;Saint-Etienne-de-Baigorry;43,17490966;-1,34488652; 
Saint-Étienne-de-Montluc;France;Saint-Etienne-de-Montluc;47,27555108;-1,78736414; 
Saint-Étienne-du-Bois;France;Saint-Etienne-du-Bois;46,29011347;5,29184227; 
Saint-Étienne-du-Rouvray;France;Saint-Etienne-du-Rouvray;49,37658125;1,10975135; 
Saint-Eulien;France;Saint-Eulien;48,67822729;4,86811747; 
Saint-Fargeau-Ponthierry;France;Saint-Fargeau-Ponthierry;48,56391265;2,54244161; 
Saint-Féliu-d'Avall;France;Saint-Feliu-d'Avall;42,67641992;2,74131809; 
Saint-Florentin;France;Saint-Florentin;47,9804146;3,73094939; 
Saint-Florent-sur-Cher;France;Saint-Florent-sur-Cher;46,9930334;2,25272608; 
Saint-Flour;France;Saint-Flour;45,03496384;3,1061934; 
Saint-Fons;France;Saint-Fons;45,7057381;4,85232285; 
Saint-Galmier;France;Saint-Galmier;45,56548632;4,29322194; 
Saint-Geniès-de-Malgoirès;France;Saint-Genies-de-Malgoires;43,95053866;4,21511169; 
Saint-Genouph;France;Saint-Genouph;47,37064163;0,59578524; 
Saint-Georges-d'Aurac;France;Saint-Georges-d'Aurac;45,1603427;3,49464821; 
Saint-Georges-de-Commiers;France;Saint-Georges-de-Commiers;45,04399816;5,70218287; 
Saint-Georges-de-Luzençon;France;Saint-Georges-de-Luzencon;44,0657301;2,98351146; 
Saint-Georges-de-Reneins;France;Saint-Georges-de-Reneins;46,06218732;4,71861573; 
Saint-Georges-sur-Eure;France;Saint-Georges-sur-Eure;48,40725905;1,37279626; 
Saint-Geours-de-Maremne;France;Saint-Geours-de-Maremne;43,67130328;-1,240904; 
Saint-Gérand;France;Saint-Gerand;48,11647173;-2,88249953; 
Saint-Germain-au-Mont-d'Or;France;Saint-Germain-au-Mont-d'Or;45,88878538;4,80412682; 
Saint-Germain-de-Joux;France;Saint-Germain-de-Joux;46,17609299;5,74154974; 
Saint-Germain-des-Fossés;France;Saint-Germain-des-Fosses;46,20885676;3,43078228; 
Saint-Germain-du-Puy;France;Saint-Germain-du-Puy;47,09628075;2,48463655; 
Saint-Germain-les-Belles;France;Saint-Germain-les-Belles;45,60969693;1,4796828; 
Saint-Germain-sur-Avre;France;Saint-Germain-sur-Avre;48,7598092;1,25471289; 
Saint-Germain-sur-Ille;France;Saint-Germain-sur-Ille;48,23891688;-1,65359117; 
Saint-Germain-sur-Vienne;France;Saint-Germain-sur-Vienne;47,07706879;1,05670367; 
Saint-Gervais-Le Fayet;France;Saint-Gervais-les-Bains;45,90647016;6,70071726;OUI
Saint-Géry;France;Saint-Gery;44,4771384;1,58063149; 
Saint-Gildas-des-Bois;France;Saint-Gildas-des-Bois;47,51638797;-2,04404731; 
Saint-Gilles-Croix-de-Vie;France;Saint-Gilles-Croix-de-Vie;46,69677235;-1,94244873;
Saint-Girons;France;Saint-Girons;42,98851045;1,13902024; 
Saint-Gratien;France;Saint-Gratien;48,96397654;2,28504971; 
Saint-Herblain;France;Saint-Herblain;47,2042578;-1,66098294; 
Saint-Hilaire;France;Saint-Hilaire;45,07153162;5,24384158; 
Saint-Hilaire-au-Temple;France;Saint-Hilaire-au-Temple;49,05634477;4,37900573; 
Saint-Hilaire-de-Chaléons;France;Saint-Hilaire-de-Chaleons;47,10568555;-1,86500496; 
Saint-Hilaire-de-Riez;France;Saint-Hilaire-de-Riez;46,71704797;-1,94957072; 
Saint-Hilaire-de-Villefranche;France;Saint-Hilaire-de-Villefranche;45,849901;-0,53493498; 
Saint-Hilaire-les-Places;France;Saint-Hilaire-les-Places;45,63415602;1,13060211; 
Saint-Hilaire-sur-Helpe;France;Saint-Hilaire-sur-Helpe;50,13222433;3,9130859; 
Saint-Jacques-de-la-Lande;France;Saint-Jacques-de-la-Lande;48,06740182;-1,71390672; 
Saint-Jean-d'Angély;France;Saint-Jean-d'Angely;45,94088275;-0,50980346; 
Saint-Jean-de-Gonville;France;Saint-Jean-de-Gonville;46,21032242;5,95373402; 
Saint-Jean-de-Losne;France;Saint-Jean-de-Losne;47,10002808;5,2438067; 
Saint-Jean-de-Luz-Ciboure;France;Saint-Jean-de-Luz;43,38575633;-1,66089666;OUI
Saint-Jean-de-Maurienne;France;Saint-Jean-de-Maurienne;45,27795405;6,35457609;OUI
Saint-Jean-de-Verges;France;Saint-Jean-de-Verges;43,01175165;1,60821535; 
Saint-Jean-Kerdaniel;France;Saint-Jean-Kerdaniel;48,45201504;-2,81359467; 
Saint-Jean-Saint-Germain;France;Saint-Jean-Saint-Germain;47,0836474;1,03520825; 
Saint-Jean-sur-Veyle;France;Saint-Jean-sur-Veyle;46,26044522;4,91598814; 
Saint-Jodard;France;Saint-Jodard;45,88564848;4,1250747; 
Saint-Jory;France;Saint-Jory;43,73802124;1,37157629; 
Saint-Jouvent;France;Saint-Jouvent;45,95974403;1,17018997; 
Saint-Julien;France;Saint-Julien;47,40555916;5,12804498; 
Saint-Julien-de-Cassagnas;France;Saint-Julien-de-Cassagnas;44,21168274;4,19292678; 
Saint-Julien-du-Sault;France;Saint-Julien-du-Sault;48,0269443;3,30271852; 
Saint-Junien;France;Saint-Junien;45,88138217;0,90036285; 
Saint-Just-en-Chaussée;France;Saint-Just-en-Chaussee;49,50351385;2,4291106; 
Saint-Lary-Soulan;France;Saint-Lary-Soulan;42,8158402;0,32053253; 
Saint-Laurent-d'Aigouze;France;Saint-Laurent-d'Aigouze;43,63891276;4,19270243; 
Saint-Laurent-de-la-Prée;France;Saint-Laurent-de-la-Pree;45,9937913;-1,02861208; 
Saint-Laurent-de-Neste;France;Saint-Laurent-de-Neste;43,08341292;0,48925718; 
Saint-Laurent-du-Var;France;Saint-Laurent-du-Var;43,66246623;7,19462168; 
Saint-Laurent-en-Grandvaux;France;Saint-Laurent-en-Grandvaux;46,57494463;5,95103196; 
Saint-Laurent-sur-Manoire;France;Saint-Laurent-sur-Manoire;45,13826131;0,80829043; 
Saint-Léger-sur-Dheune;France;Saint-Leger-sur-Dheune;46,84799872;4,62771758; 
Saint-Léonard;France;Saint-Leonard;48,21752719;6,94177619; 
Saint-Léonard-de-Noblat;France;Saint-Leonard-de-Noblat;45,83195778;1,48133629; 
Saint-Leu-d'Esserent;France;Saint-Leu-d'Esserent;49,21415721;2,41814378; 
Saint-Leu-la-Forêt;France;Saint-Leu-la-Foret;49,01561348;2,24259073; 
Saint-Lizier;France;Saint-Lizier;43,00156738;1,12410917; 
Saint-Lothain;France;Saint-Lothain;46,82286547;5,64061324; 
Saint-Loubès;France;Saint-Loubes;44,92263382;-0,43377824; 
Saint-Louis;France;Saint-Louis;47,60961031;7,53084313; 
Saint-Louis-en-l'Isle;France;Saint-Louis-en-l'Isle;45,12313432;0,49196981; 
Saint-Loup-sur-Semouse;France;Saint-Loup-sur-Semouse;47,88150258;6,29005547; 
Saint-Luperce;France;Saint-Luperce;48,44741785;1,33347145; 
Saint-Lyé;France;Saint-Lye;48,3588081;3,99912893; 
Saint-Macaire;France;Saint-Macaire;44,56774458;-0,23139321; 
Saint-Maixent;France;Saint-Maixent - Deux-Sevres;46,40630762;-0,20130625;OUI
Saint-Malo;France;Saint-Malo;48,6466523;-2,00462026;OUI
Saint-Mammès;France;Saint-Mammes;48,38207001;2,81580783; 
Saint-Marcel;France;Saint-Marcel;45,9506302;4,97776983; 
Saint-Marcellin;France;Saint-Marcellin;45,15075972;5,32366395; 
Saint-Mariens;France;Saint-Mariens;45,13913126;-0,39145858; 
Saint-Mars-la-Brière;France;Saint-Mars-la-Briere;48,02852885;0,365289; 
Saint-Martin-Bellevue;France;Saint-Martin-Bellevue;45,96723178;6,15742729; 
Saint-Martin-de-Crau;France;Saint-Martin-de-Crau;43,62220265;4,80015601; 
Saint-Martin-de-Fraigneau;France;Saint-Martin-de-Fraigneau;46,43575039;-0,73821464; 
Saint-Martin-de-la-Mer;France;Saint-Martin-de-la-Mer;47,23716016;4,24824352; 
Saint-Martin-de-Sanzay;France;Saint-Martin-de-Sanzay;47,04872044;-0,18490959; 
Saint-Martin-d'Oney;France;Saint-Martin-d'Oney;43,92989179;-0,65148634; 
Saint-Martin-du-Mont;France;Saint-Martin-du-Mont;46,09592215;5,30311188; 
Saint-Martin-du-Vivier;France;Saint-Martin-du-Vivier;49,47018578;1,16122753; 
Saint-Martin-Labouval;France;Saint-Martin-Labouval;44,46508431;1,73402764; 
Saint-Martin-le-Beau;France;Saint-Martin-le-Beau;47,35488718;0,90602895; 
Saint-Martory;France;Saint-Martory;43,13840355;0,93362797; 
Saint-Mathurin-sur-Loire;France;Saint-Mathurin-sur-Loire;47,41183546;-0,31724207; 
Saint-Maurice-de-Beynost;France;Saint-Maurice-de-Beynost;45,82727221;4,97682278; 
Saint-Médard-de-Guizières;France;Saint-Medard-de-Guizieres;45,01552306;-0,04889849; 
Saint-Médard-d'Eyrans;France;Saint-Medard-d'Eyrans;44,71594527;-0,5046378; 
Saint-Médard-sur-Ille;France;Saint-Medard-sur-Ille;48,27351473;-1,6665823; 
Saint-Mesmin;France;Saint-Mesmin;46,7904128;-0,73218598; 
Saint-Michel-sur-Meurthe;France;Saint-Michel-sur-Meurthe;48,3274594;6,88788749; 
Saint-Michel-sur-Orge;France;Saint-Michel-sur-Orge;48,63534403;2,30688879; 
Saint-Nabord;France;Saint-Nabord;48,04617898;6,58185889; 
Saint-Nazaire;France;Saint-Nazaire;47,28674458;-2,21129587;OUI
Saint-Nizier-d'Azergues;France;Saint-Nizier-d'Azergues;46,08696876;4,48089316; 
Saint-Nom-la-Bretèche;France;Saint-Nom-la-Breteche;48,86667328;2,05054973; 
Saint-Omer;France;Saint-Omer;50,7535956;2,26769681;OUI
Saint-Omer-en-Chaussée;France;Saint-Omer-en-Chaussee;49,53017684;1,99691972; 
Saint-Ouen;France;Saint-Ouen;48,904305;2,32014572; 
Saint-Ouen-l'Aumône;France;Saint-Ouen-l'Aumone;49,04538129;2,10766903; 
Saint-Ours;France;Saint-Ours;45,86032473;2,92048569; 
Saint-Pardoux-le-Vieux;France;Saint-Pardoux-le-Vieux;45,59905461;2,27557113; 
Saint-Paterne-Racan;France;Saint-Paterne-Racan;47,60407958;0,47804477; 
Saint-Patrice;France;Saint-Patrice;47,28570098;0,30987833; 
Saint-Paul-de-Jarrat;France;Saint-Paul-de-Jarrat;42,91938598;1,64071901; 
Saint-Paul-de-Varax;France;Saint-Paul-de-Varax;46,10016369;5,12822495; 
Saint-Pé-de-Bigorre;France;Saint-Pe-de-Bigorre;43,10155071;-0,16197066; 
Saint-Piat;France;Saint-Piat;48,54243185;1,59008904; 
Saint-Pierre-d'Albigny;France;Saint-Pierre-d'Albigny;45,55736099;6,15694734; 
Saint-Pierre-d'Aurillac;France;Saint-Pierre-d'Aurillac;44,57531204;-0,18711171; 
Saint-Pierre-de-Chandieu;France;Saint-Pierre-de-Chandieu;45,66863675;5,00673762; 
Saint-Pierre-de-Chignac;France;Saint-Pierre-de-Chignac;45,12338902;0,85673746; 
Saint-Pierre-des-Corps TGV (à 4km de Tours);France;Saint-Pierre-des-Corps;47,38573204;0,72505388;OUI
Saint-Pierre-du-Vauvray;France;Saint-Pierre-du-Vauvray;49,23372352;1,22435704; 
Saint-Pierre-en-Faucigny;France;Saint-Pierre-en-Faucigny;46,05933598;6,3756483; 
Saint-Pierre-la-Cour;France;Saint-Pierre-la-Cour;48,11366437;-1,02521992; 
Saint-Pierre-le-Moûtier;France;Saint-Pierre-le-Moutier;46,79292194;3,11140352; 
Saint-Pierre-Quiberon;France;Saint-Pierre-Quiberon;47,52135633;-3,13917696; 
Saint-Pierre-sur-Dives;France;Saint-Pierre-sur-Dives;49,02264025;-0,04150576; 
Saint-Pierre-Toirac;France;Saint-Pierre-Toirac;44,52553552;1,95407002; 
Saint-Pol-de-Léon;France;Saint-Pol-de-Leon;48,6768059;-3,98757796; 
Saint-Pol-sur-Ternoise;France;Saint-Pol-sur-Ternoise;50,3788526;2,33903655; 
Saint-Prest;France;Saint-Prest;48,48236907;1,52345359; 
Saint-Priest;France;Saint-Priest;45,68672983;4,93394507; 
Saint-Priest-Taurion;France;Saint-Priest-Taurion;45,88731624;1,39975528; 
Saint-Prix;France;Saint-Prix;48,99712257;2,25905408; 
Saint-Quentin Centre;France;Saint-Quentin;49,83969794;3,29707829;
Saint-Quentin-Fallavier;France;Saint-Quentin-Fallavier;45,63819299;5,09990301; 
Saint-Rambert-d'Albon;France;Saint-Rambert-d'Albon;45,29774948;4,81039291; 
Saint-Rambert-en-Bugey;France;Saint-Rambert-en-Bugey;45,94752632;5,43923719; 
Saint-Raphaël-Valescure;France;Saint-Raphael;43,42436556;6,76849111;OUI
Saint-Remy-en-l'Eau;France;Saint-Remy-en-l'Eau;49,46760534;2,42551789; 
Saint-Romain-de-Colbosc;France;Saint-Romain-de-Colbosc;49,56079765;0,33055276; 
Saint-Romain-de-Popey;France;Saint-Romain-de-Popey;45,86168419;4,54231639; 
Saint-Romain-le-Noble;France;Saint-Romain-le-Noble;44,14752388;0,76085155; 
Saint-Romain-le-Puy;France;Saint-Romain-le-Puy;45,55446663;4,1206906; 
Saint-Rome-de-Cernon;France;Saint-Rome-de-Cernon;44,0145748;2,96761728; 
Saint-Saire;France;Saint-Saire;49,6973629;1,49487658; 
Saint-Saturnin-lès-Avignon;France;Saint-Saturnin-les-Avignon;43,95315133;4,93524201; 
Saint-Sauves-d'Auvergne;France;Saint-Sauves-d'Auvergne;45,61993978;2,70578384; 
Saint-Savin;France;Saint-Savin;42,9811784;-0,0851102; 
Saint-Savinien;France;Saint-Savinien;45,87584153;-0,67790886; 
Saint-Saviol;France;Saint-Saviol;46,14715372;0,21788906; 
Saint-Sébastien;France;Saint-Sebastien;46,3857468;1,54645921; 
Saint Sebastien Frene Rond;France;Saint-Sebastien-sur-Loire;47,19056157;-1,49604196; 
Saint-Senoux;France;Saint-Senoux;47,89783798;-1,76616587; 
Saint-Seurin-sur-l'Isle;France;Saint-Seurin-sur-l'Isle;45,01141376;-0,00190961; 
Saint-Sever;France;Saint-Sever;43,74358961;-0,64058183; 
Saint-Sever-Calvados;France;Saint-Sever-Calvados;48,84374121;-1,05208546; 
Saint-Sever-de-Saintonge;France;Saint-Sever-de-Saintonge;45,70099555;-0,5268577; 
Saint-Siméon;France;Saint-Simeon;48,79925182;3,20858124; 
Saint-Sozy;France;Saint-Sozy;44,90605233;1,53411492; 
Saint-Sulpice;France;Saint-Sulpice;43,77541211;1,68103719; 
Saint-Sulpice-et-Cameyrac;France;Saint-Sulpice-et-Cameyrac;44,91404628;-0,39112238; 
Saint-Sulpice-Laurière;France;Saint-Sulpice-Lauriere;46,04665762;1,47592411; 
Saint-Sulpice-sur-Lèze;France;Saint-Sulpice-sur-Leze;43,32832334;1,32223839; 
Saint-Symphorien-de-Marmagne;France;Saint-Symphorien-de-Marmagne;46,84433958;4,33731824; 
Saint-Thégonnec;France;Saint-Thegonnec;48,4941887;-3,94811883; 
Saint-Vaast-d'Équiqueville;France;Saint-Vaast-d'Equiqueville;49,816979;1,26266957; 
Saint-Valery-en-Caux;France;Saint-Valery-en-Caux;49,86105806;0,71310069; 
Saint-Vallier;France;Saint-Vallier;45,18597635;4,81444124; 
Saint-Vallier;France;Saint-Vallier;46,64246307;4,33007981; 
Saint-Victoret;France;Saint-Victoret;43,41209815;5,25259357; 
Saint-Victor-l'Abbaye;France;Saint-Victor-l'Abbaye;49,67671407;1,10996114; 
Saint-Victor-sur-Rhins;France;Saint-Victor-sur-Rhins;46,00222076;4,28136601; 
Saint-Victurnien;France;Saint-Victurnien;45,8766305;1,00868792; 
Saint-Vincent;France;Saint-Vincent;45,14940224;3,91863981; 
Saint-Vincent-de-Tyrosse;France;Saint-Vincent-de-Tyrosse;43,65756135;-1,30675361; 
Saint-Vit;France;Saint-Vit;47,18359013;5,80864231; 
Saint-Yorre;France;Saint-Yorre;46,06201347;3,46087186; 
Saint-Yrieix-sous-Aixe;France;Saint-Yrieix-sous-Aixe;45,51926869;1,20560289; 
Salbris;France;Salbris;47,42516689;2,04756436; 
Saléchan;France;Salechan;42,96299447;0,63168928; 
Saleich;France;Saleich;43,0264539;0,96967549; 
Salies-du-Salat;France;Salies-du-Salat;43,09904119;0,9588658; 
Salindres;France;Salindres;44,17311374;4,15404762; 
Sallanches;France;Sallanches;45,93552824;6,63661484;OUI
Sallaumines;France;Sallaumines;50,42225694;2,85552433; 
Salles-Adour;France;Salles-Adour;43,18776222;0,10089151; 
Salles-Courbatiès;France;Salles-Courbaties;44,47554791;2,07901894; 
Salomé;France;Salome;50,54209311;2,83881441; 
Salon;France;Salon;43,63917124;5,08826901; 
Salses-le-Château;France;Salses-le-Chateau;42,8357609;2,91755263; 
Salvagnac;France;Salvagnac;43,91418976;1,67993189; 
Ollioules - Sanary/mer (à 5km);France;Sanary-sur-Mer;43,1224246;5,82486756;
Sannois;France;Sannois;48,97019319;2,26398148; 
Sanry-sur-Nied;France;Sanry-sur-Nied;49,04615149;6,33664125; 
Santenay;France;Santenay;46,91066275;4,70154098; 
Santes;France;Santes;50,59188214;2,96260759; 
Santeuil;France;Santeuil;49,12425291;1,94894204; 
Santilly;France;Santilly;48,14036969;1,91203333; 
Saône;France;Saone;47,209889;6,10138618; 
Sarcelles;France;Sarcelles;48,99540972;2,36846013; 
Sarlat-la-Canéda;France;Sarlat-la-Caneda;44,87643936;1,22195872; 
Sarralbe;France;Sarralbe;49,0000392;7,03667087; 
Sarraltroff;France;Sarraltroff;48,77131952;7,06389185; 
SARRANCOLIN;France;Sarrancolin;42,96888742;0,37913033; 
Sarrebourg;France;Sarrebourg;48,73846877;7,05195726;OUI
Sarreguemines;France;Sarreguemines;49,10667999;7,06833095; 
Sarreinsming;France;Sarreinsming;49,08546672;7,11191429; 
Sarre-Union;France;Sarre-Union;48,93627009;7,08489696; 
Sarrewerden;France;Sarrewerden;48,90346534;7,07350194; 
Sarrewerden;France;Sarrewerden;48,92261547;7,08503739; 
Sartrouville;France;Sartrouville;48,9374224;2,1573932; 
Saubusse;France;Saubusse;43,6602473;-1,19042667; 
Saujon;France;Saujon;45,66704684;-0,93058421;
Saulieu;France;Saulieu;47,28289998;4,23611288; 
Saulon-la-Chapelle;France;Saulon-la-Chapelle;47,22405561;5,10442955; 
Saulxures;France;Saulxures;48,38989598;7,14804744; 
Saumur;France;Saumur;47,26923942;-0,07198407;OUI
Sausset-les-Pins;France;Sausset-les-Pins;43,33293178;5,11026253; 
Sauto;France;Sauto;42,50650039;2,16108528; 
Sauveterre-de-Béarn;France;Sauveterre-de-Bearn;43,39134713;-0,94480107; 
Sauveterre-la-Lémance;France;Sauveterre-la-Lemance;44,5893627;1,01167964; 
Savenay;France;Savenay;47,35851289;-1,95141501;
Saverdun;France;Saverdun;43,23942087;1,57042184; 
Saverne;France;Saverne;48,74477891;7,36215238;OUI
Savigny-le-Temple;France;Savigny-le-Temple;48,59526016;2,58404728; 
Savigny-sur-Orge;France;Savigny-sur-Orge;48,67627406;2,33378; 
Savigny-sur-Orge;France;Savigny-sur-Orge;48,67627317;2,35222559; 
Savonnières;France;Savonnieres;47,36048088;0,54379847; 
Savy-Berlette;France;Savy-Berlette;50,35383473;2,55790047; 
Sceaux;France;Sceaux;47,50302024;4,02181941; 
Sceaux-sur-Huisne;France;Sceaux-sur-Huisne;48,12271358;0,57247008; 
Scherwiller;France;Scherwiller;48,28658436;7,43053977; 
Schopperten;France;Schopperten;48,94588542;7,05565471; 
Schweighouse-sur-Moder;France;Schweighouse-sur-Moder;48,82878436;7,74272113; 
Schwindratzheim;France;Schwindratzheim;48,75366623;7,60019073; 
Seclin;France;Seclin;50,54828103;3,03491424; 
Sedan;France;Sedan;49,69486091;4,92998882;OUI
Sées;France;Sees;48,60016092;0,16611181; 
Segré;France;Segre;47,6786103;-0,86674814; 
Selestat;France;Selestat;48,25963804;7,44210277;
Selles-Saint-Denis;France;Selles-Saint-Denis;47,38852769;1,92269926; 
Selles-sur-Cher;France;Selles-sur-Cher;47,28175674;1,54611529; 
Selongey;France;Selongey;47,57526468;5,20478579; 
Seltz;France;Seltz;48,89644022;8,09800297; 
Sénas;France;Senas;43,74030005;5,07332929; 
Sennecey-le-Grand;France;Sennecey-le-Grand;46,63968747;4,87468668; 
Senozan;France;Senozan;46,39177633;4,87063508; 
Sens;France;Sens;48,19802918;3,26731325;
Septèmes-les-Vallons;France;Septemes-les-Vallons;43,40319066;5,37005209; 
Sept-Saulx;France;Sept-Saulx;49,15148312;4,25647952; 
Serdinya;France;Serdinya;42,56704757;2,32339006; 
Serdinya;France;Serdinya;42,56175651;2,311354; 
Sérézin-du-Rhône;France;Serezin-du-Rhone;45,62714089;4,81797364; 
Sergy;France;Sergy;46,24763989;6,00736051; 
Sérifontaine;France;Serifontaine;49,35726403;1,76396035; 
Sermaise;France;Sermaise;48,53550486;2,06878856; 
Sermizelles;France;Sermizelles;47,52869151;3,79285117; 
Serqueux;France;Serqueux;49,631268;1,53952371; 
Serquigny;France;Serquigny;49,1076727;0,71957679; 
Serres;France;Serres;44,42471199;5,71839863; 
Servas;France;Servas;46,13140536;5,16865509; 
Servon-sur-Vilaine;France;Servon-sur-Vilaine;48,11205551;-1,46596711; 
Servoz;France;Servoz;45,92476582;6,7633645; 
Sessenheim;France;Sessenheim;48,796048;7,98926403; 
Sète;France;Sete;43,41281189;3,69639619;OUI
Seugy;France;Seugy;49,11917877;2,39903501; 
Seurre;France;Seurre;46,99644978;5,15124789; 
Sévérac;France;Severac;47,54974924;-2,07274422; 
Sévérac-le-Château;France;Severac-le-Chateau;44,32492027;3,05685701; 
Seveux;France;Seveux;47,55224839;5,76227602; 
Sevran;France;Sevran;48,93650336;2,53562402; 
Sèvres;France;Sevres;48,82128132;2,21542407; 
Seyssel;France;Seyssel;45,9631329;5,8312599; 
Sézanne;France;Sezanne;48,713412;3,72605317; 
Sierck-les-Bains;France;Sierck-les-Bains;49,44398745;6,35027271; 
Sierentz;France;Sierentz;47,65613387;7,45953034; 
Sillé-le-Guillaume;France;Sille-le-Guillaume;48,18162439;-0,12857608; 
Sillery;France;Sillery;49,20336247;4,14406576; 
Simandre-sur-Suran;France;Simandre-sur-Suran;46,21989074;5,41999324; 
Simiane-Collongue;France;Simiane-Collongue;43,43501046;5,42637257; 
Sincey-lès-Rouvray;France;Sincey-les-Rouvray;47,43313844;4,12289125; 
Sin-le-Noble;France;Sin-le-Noble;50,3565662;3,11265478; 
Siorac-en-Périgord;France;Siorac-en-Perigord;44,8195696;0,98367602; 
Sisteron;France;Sisteron;44,19040624;5,94658111; 
Soissons;France;Soissons;49,36904142;3,33786904;
Solférino;France;Solferino;44,14552654;-0,91631153; 
Solignac;France;Solignac;45,75710452;1,28391355; 
Solliès-Pont;France;Sollies-Pont;43,19230678;6,04665354; 
Solomiac;France;Solomiac;43,80559562;0,89701013; 
Somain;France;Somain;50,3555546;3,27804085; 
Sommery;France;Sommery;49,62962044;1,43537641; 
Sorèze;France;Soreze;43,45321921;2,0657768; 
Sorgues;France;Sorgues;44,00518611;4,8758741; 
Sospel;France;Sospel;43,87625676;7,45312562; 
Sotteville-lès-Rouen;France;Sotteville-les-Rouen;49,41300994;1,10250403; 
