NOMGARE;PAYS;VILLEDESSERVIE;X;Y;TGV
La Chapelle-Saint-Mesmin;France;La Chapelle-Saint-Mesmin;47,89295405;1,82673142; 
La Chapelle-sur-Loire;France;La Chapelle-sur-Loire;47,25129853;0,21911933; 
La Charite sur Loire;France;La Charite sur Loire;47,18099521;3,02401397; 
La Chaumusse;France;La Chaumusse;46,60512858;5,9611228; 
La Chaussée-Saint-Victor;France;La Chaussee-Saint-Victor;47,61349633;1,35502534; 
La Ciotat;France;La Ciotat;43,19953623;5,63262853;
La Clayette;France;La Clayette;46,28790346;4,29833765; 
La Coquille;France;La Coquille;45,54076493;0,97421908; 
La Courneuve;France;La Courneuve;48,92409484;2,38553267; 
La Crèche;France;La Creche;46,36042259;-0,2962778; 
La Douze;France;La Douze;45,08865832;0,85721653; 
La Faloise;France;La Faloise;49,69666241;2,34878703; 
La Fère;France;La Fere;49,6578652;3,36977757; 
La Ferrière-en-Parthenay;France;La Ferriere-en-Parthenay;46,66337198;-0,07308205; 
La Ferté Bernard;France;La Ferte Bernard;48,18598705;0,63899174;
La Ferté-Alais;France;La Ferte-Alais;48,48514198;2,35200853; 
La Ferté-Gaucher;France;La Ferte-Gaucher;48,78218878;3,29767054; 
La Ferté-Imbault;France;La Ferte-Imbault;47,38364029;1,95857632; 
La Ferté-Milon;France;La Ferte-Milon;49,17954708;3,12101402; 
La Ferté-Saint-Aubin;France;La Ferte-Saint-Aubin;47,72019552;1,93254252; 
La Ferté-sous-Jouarre;France;La Ferte-sous-Jouarre;48,95096746;3,12440286; 
La Forest-Landerneau;France;La Forest-Landerneau;48,42618709;-4,30749579; 
La Fouillouse;France;La Fouillouse;45,49777803;4,31666121; 
La Fresnais;France;La Fresnais;48,59362268;-1,84315235; 
La Frette-sur-Seine;France;La Frette-sur-Seine;48,98005138;2,18009951; 
La Garde;France;La Garde;43,11869774;6,01001052; 
La Gouesnière;France;La Gouesniere;48,61436161;-1,90596499; 
La Grand-Combe;France;La Grand-Combe;44,20994871;4,03346666; 
La Grande-Paroisse;France;La Grande-Paroisse;48,37860973;2,8972518; 
La Guerche-sur-l'Aubois;France;La Guerche-sur-l'Aubois;46,94816709;2,94640926; 
La Guierche;France;La Guierche;48,1141014;0,19307431; 
La Haie-Fouassière;France;La Haie-Fouassiere;47,16154308;-1,39292417; 
la Hume;France;la Hume;44,63996951;-1,1162956; 
La Jonchère-Saint-Maurice;France;La Jonchere-Saint-Maurice;45,99467958;1,48069153; 
La Léchère;France;La Lechere;45,52171105;6,48411567; 
la Loupe;France;la Loupe;48,4741357;1,01115044; 
La Madeleine;France;La Madeleine;50,66059971;3,07258102; 
La Méaugon;France;La Meaugon;48,49997523;-2,84502324; 
La Membrolle-sur-Choisille;France;La Membrolle-sur-Choisille;47,43182394;0,64130846; 
La Ménitré;France;La Menitre;47,397213;-0,27559646; 
La Meyze;France;La Meyze;45,62216283;1,21190307; 
La Mothe-Achard;France;La Mothe-Achard;46,60678586;-1,65949409; 
La Mothe-Saint-Héray;France;La Mothe-Saint-Heray;46,38092253;-0,12987266; 
La Motte;France;La Motte;48,22611737;-2,75457846; 
La Norville;France;La Norville;48,59183793;2,2673454; 
La Penne-sur-Huveaune;France;La Penne-sur-Huveaune;43,28466758;5,51543846; 
La Perche;France;La Perche;46,62998152;2,5866311; 
La Peyratte;France;La Peyratte;46,65787354;-0,16009858; 
La Porcherie;France;La Porcherie;45,5745686;1,53745441; 
La Possonnière;France;La Possonniere;47,37129687;-0,69167771; 
La Réole;France;La Reole;44,57983407;-0,03037563; 
La Ricamarie;France;La Ricamarie;45,40340827;4,35813847; 
La Rivière-Drugeon;France;La Riviere-Drugeon;46,87010524;6,21343883; 
la Roche sur Foron;France;La Roche sur Foron;46,06725794;6,30395116;
La Roche-Clermault;France;La Roche-Clermault;47,1401271;0,19487821; 
La Roche-en-Brenil;France;La Roche-en-Brenil;47,38505376;4,1702471; 
La Rochefoucauld;France;La Rochefoucauld;45,74045531;0,38971764; 
La Rochelle;France;La Rochelle;46,15270103;-1,14530035;OUI
La Roche-Maurice;France;La Roche-Maurice;48,47398038;-4,20500116; 
La Roche-sur-Yon;France;La Roche-sur-Yon;46,67155887;-1,43588315;OUI
la Seyne Six Fours;France;la Seyne Six Fours;43,11714408;5,87678228; 
La Souterraine;France;La Souterraine;46,23997619;1,49239946;
La Suze-sur-Sarthe;France;La Suze-sur-Sarthe;47,89243987;0,02691019; 
La Teste;France;La Teste;44,63717829;-1,14287877;OUI
La Tour du Pin;France;La Tour du Pin;45,56019724;5,44926379;
La Tour-de-Salvagny;France;La Tour-de-Salvagny;45,79969454;4,71676463; 
La Trinité;France;La Trinite;43,74271122;7,31157439; 
La Vancelle;France;La Vancelle;48,27713262;7,34665174; 
La Verpilliere;France;La Verpilliere;45,62749818;5,15053489; 
La Verrière;France;La Verriere;48,75534193;1,9439777; 
La Ville-Dieu-du-Temple;France;La Ville-Dieu-du-Temple;44,03543309;1,21490335; 
La Wantzenau;France;La Wantzenau;48,66508076;7,82446499; 
Laas;France;Laas;43,4734694;0,30220309; 
Labarthe-Inard;France;Labarthe-Inard;43,10503815;0,85275526; 
Labastide;France;Labastide;43,02996549;0,36834667; 
Labatut;France;Labatut;43,54335101;-1,00662064; 
Labège;France;Labege;43,53065723;1,53256985; 
Labenne;France;Labenne;43,58713632;-1,42877899; 
Labergement-Sainte-Marie;France;Labergement-Sainte-Marie;46,77631214;6,28055682; 
Labouheyre;France;Labouheyre;44,21103407;-0,92134749; 
Labruguière;France;Labruguiere;43,54258607;2,25922925; 
Lacapelle-Viescamp;France;Lacapelle-Viescamp;44,92049393;2,26538176; 
Lacave;France;Lacave;43,04004447;0,99282264; 
Lacq;France;Lacq;43,41248643;-0,62857452; 
Laferté-sur-Amance;France;Laferte-sur-Amance;47,82209655;5,68365593; 
Lagny-sur-Marne;France;Lagny-sur-Marne;48,88218173;2,70399468; 
Laguépie;France;Laguepie;44,14557134;1,96916632; 
Lahonce;France;Lahonce;43,49103082;-1,38732827; 
Laifour;France;Laifour;49,91150365;4,69280708; 
L'Aigle;France;L'Aigle;48,7666838;0,62073331;OUI
Laigné-en-Belin;France;Laigne-en-Belin;47,87473916;0,21643578; 
Laigneville;France;Laigneville;49,29294268;2,44925546; 
Laillé;France;Laille;47,97060563;-1,74955473; 
Laissac;France;Laissac;44,37530097;2,82224933; 
Laissey;France;Laissey;47,29937311;6,23379228; 
Lalbenque;France;Lalbenque;44,33363384;1,51171695; 
Lalinde;France;Lalinde;44,83964412;0,74271405;
Laluque;France;Laluque;43,82456432;-0,96730776; 
Lamagistère;France;Lamagistere;44,1267112;0,82546671; 
Lamanon;France;Lamanon;43,70038669;5,09132275; 
Lamarche;France;Lamarche;48,0901081;5,76013045; 
Lamativie;France;Lamativie;44,98056291;2,02983901; 
Lamballe;France;Lamballe;48,46592233;-2,51148941;OUI
Lamonzie-Saint-Martin;France;Lamonzie-Saint-Martin;44,84339883;0,38026551; 
Lamothe-Landerron;France;Lamothe-Landerron;44,56197356;0,04643977; 
Lamothe-Montravel;France;Lamothe-Montravel;44,85386303;0,02154698; 
Lamotte Beuvron;France;Lamotte Beuvron;47,59358194;2,02220778;
Lamotte-Brebière;France;Lamotte-Brebiere;49,88560953;2,39816046; 
Lamure-sur-Azergues;France;Lamure-sur-Azergues;46,06121828;4,4922699; 
Landas;France;Landas;50,46891106;3,29007789; 
Landaul;France;Landaul;47,73585277;-3,08620517; 
Landébia;France;Landebia;48,50736437;-2,33171393; 
Landerneau;France;Landerneau;48,45383363;-4,25620875;OUI
Landévant;France;Landevant;47,75947416;-3,12568819; 
Landivisiau;France;Landivisiau;48,49561062;-4,08270373; 
Landrecies;France;Landrecies;50,12856471;3,68208579; 
Landry;France;Landry;45,57475445;6,73410248;OUI
Laneuveville-devant-Nancy;France;Laneuveville-devant-Nancy;48,65573282;6,22769949; 
Lanfains;France;Lanfains;48,36645124;-2,87744208; 
Langeac;France;Langeac;45,10074883;3,49051287; 
Langeais;France;Langeais;47,32394381;0,41032554; 
Langogne;France;Langogne;44,73232047;3,85786306;
Langon;France;Langon;44,55573359;-0,2558498;
Langres;France;Langres ;47,87725486;5,34468027; 
Lannemezan;France;Lannemezan;43,11423478;0,38760662;
Lannion;France;Lannion;48,72695248;-3,46066861;OUI
Lantenay;France;Lantenay;47,33524009;4,86045011; 
Laon;France;Laon;49,57088217;3,62376091;
Lapalisse;France;Lapalisse;46,22960795;3,63038617; 
Lapeyrouse;France;Lapeyrouse;46,22618493;2,89382979; 
Lapugnoy;France;Lapugnoy;50,50480956;2,51655917; 
Laqueuille;France;Laqueuille;45,64327796;2,70274614; 
Laragne-Montéglin;France;Laragne-Monteglin;44,31648398;5,81893421; 
L'Arbresle;France;L'Arbresle;45,83331246;4,61911381; 
Larche;France;Larche;45,13211188;1,41621643; 
Lardy;France;Lardy;48,52077711;2,2551801; 
L'Argentière les Ecrins;France;L'Argentiere les Ecrins;44,79102194;6,55607776;
Larnagol;France;Larnagol;44,47555301;1,77832874; 
Laroche - Migennes ;France;Laroche - Migennes ;47,96085339;3,5129407;
Laroquebrou;France;Laroquebrou;44,9642008;2,19284046; 
Laroque-d'Olmes;France;Laroque-d'Olmes;42,96191554;1,85908309; 
Laroque-Timbaut;France;Laroque-Timbaut;44,2880166;0,75007934; 
Larrazet;France;Larrazet;43,93064085;1,08328361; 
Larroque-Toirac;France;Larroque-Toirac;44,51617121;1,93578277; 
Lathus-Saint-Rémy;France;Lathus-Saint-Remy;46,33873515;0,96416326; 
Latour-de-Carol-Enveitg;France;Latour-de-Carol-Enveitg;42,45815677;1,90584041;
Lau-Balagnas;France;Lau-Balagnas;42,99280091;-0,09137711; 
Launaguet;France;Launaguet;43,63441048;1,4391807; 
Lauterbourg;France;Lauterbourg;48,96725483;8,1828186; 
Lauzès;France;Lauzes;44,95111264;1,93180552; 
Laval;France;Laval;48,07630911;-0,76115772;OUI
Lavaufranche;France;Lavaufranche;46,3214075;2,27033818; 
Lavaur;France;Lavaur;43,70362464;1,81296548; 
Lavaveix-les-Mines;France;Lavaveix-les-Mines;46,07890239;2,08919984; 
Laveissière;France;Laveissiere;45,0906658;2,7542062; 
Lavelanet;France;Lavelanet;42,93421391;1,84954447; 
Laveline-devant-Bruyères;France;Laveline-devant-Bruyeres;48,18564778;6,75097551; 
Lavilletertre;France;Lavilletertre;49,20247207;1,92046264; 
Lavoûte-Chilhac;France;Lavoute-Chilhac;45,12150589;3,90630772; 
Layrac;France;Layrac;44,13212682;0,66473508; 
Le Blanc-Mesnil;France;Le Blanc-Mesnil;48,93220932;2,47743289; 
Le Bois-d'Oingt;France;Le Bois-d'Oingt;45,9064968;4,57516352; 
Le Bourget;France;Le Bourget;48,93078509;2,42563938; 
Le Bouscat;France;Le Bouscat;44,86663767;-0,57740731; 
Le Bousquet-d'Orb;France;Le Bousquet-d'Orb;43,69154683;3,16838545; 
Le Breuil;France;Le Breuil;45,89599516;4,59175047; 
Le Breuil-sur-Couze;France;Le Breuil-sur-Couze;45,46775609;3,26201365; 
Le Bugue;France;Le Bugue;44,90595891;0,9425809; 
le Buisson;France;Le Buisson;44,84699823;0,90801208; 
Le Cailar;France;Le Cailar;43,68319168;4,23476693; 
Le Cannet-des-Maures;France;Le Cannet-des-Maures;43,38968876;6,34253601; 
Le Cateau-Cambrésis;France;Le Cateau-Cambresis;50,09115924;3,54061345; 
Le Cellier;France;Le Cellier;47,31309056;-1,35116381; 
Le Cendre;France;Le Cendre;45,72399729;3,18869202; 
Le Chambon-Feugerolles;France;Le Chambon-Feugerolles;45,3947522;4,32250614; 
Le Château-d'Almenêches;France;Le Chateau-d'Almeneches;48,66490121;0,1341297; 
Le Cheylas;France;Le Cheylas;45,39318257;5,99725997; 
Le Coteau;France;Le Coteau;46,02353953;4,08628844; 
Le Coudray-Montceaux;France;Le Coudray-Montceaux;48,57365058;2,47955764; 
Le Crès;France;Le Cres;43,63927801;3,93911756; 
Le Creusot Centre;France;Le Creusot;46,80779711;4,43068978;OUI
Le Croisic;France;Le Croisic;47,28973383;-2,50691659;OUI
Le Déluge;France;Le Deluge;49,28817337;2,1364574; 
Le Dorat;France;Le Dorat;46,21030404;1,0797555; 
Le Fauga;France;Le Fauga;43,40445635;1,28248087; 
Le Genest-Saint-Isle;France;Le Genest-Saint-Isle;48,09666103;-0,88585779; 
Le Grand-Lemps;France;Le Grand-Lemps;45,39640191;5,4232882; 
Le Grau du Roi;France;Le Grau du Roi;43,53658234;4,14086719;
Le Havre;France;Le Havre;49,49299658;0,12591002;OUI
Le Lardin-Saint-Lazare;France;Le Lardin-Saint-Lazare;45,12671615;1,22665077; 
Le Mans;France;Le Mans;47,99488535;0,19428885;OUI
Le Mée-sur-Seine;France;Le Mee-sur-Seine;48,5400562;2,62378975; 
Le Merlerault;France;Le Merlerault;48,70241495;0,28349405; 
Le Meux;France;Le Meux;49,3587308;2,75249574; 
Le Molay-Littry;France;Le Molay-Littry;49,24891961;-0,88323876; 
Le Monastier-Pin-Moriès;France;Le Monastier-Pin-Mories;44,50900171;3,25219629; 
le Mont Dore;France;Le Mont Dore;45,57984365;2,80419025; 
Le Palais-sur-Vienne;France;Le Palais-sur-Vienne;45,88510995;1,34496064; 
Le Pallet;France;Le Pallet;47,14422839;-1,34779031; 
Le Péage de Roussillon;France;Le Peage de Roussillon;45,37177685;4,79496597;
Le Perray-en-Yvelines;France;Le Perray-en-Yvelines;48,69472739;1,85703468; 
Le Perreux-sur-Marne;France;Le Perreux-sur-Marne;48,83843336;2,49434848; 
Le Plessis-Belleville;France;Le Plessis-Belleville;49,09611842;2,74466305; 
Le Pont-Chrétien-Chabenet;France;Le Pont-Chretien-Chabenet;46,62655574;1,50785118; 
Le Pont-de-Claix;France;Le Pont-de-Claix;45,12523913;5,70002764; 
Le Pouliguen;France;Le Pouliguen;47,28244806;-2,43412989;OUI
Le Pouzin;France;Le Pouzin;44,75151486;4,74993651; 
Le Puy-en-Velay;France;Le Puy-en-Velay;45,04272406;3,89252814;
Le Quesnoy;France;Le Quesnoy;50,25021803;3,64606647; 
Le Raincy;France;Le Raincy;48,88910664;2,51204217; 
Le Relecq-Kerhuon;France;Le Relecq-Kerhuon;48,40959132;-4,38798709; 
Le Rouget;France;Le Rouget;44,85743633;2,235644; 
Le Rove;France;Le Rove;43,34023145;5,2572065; 
Le Soler;France;Le Soler;42,67955614;2,80038386; 
Le Teich;France;Le Teich;44,63220443;-1,02551437; 
Le Theil;France;Le Theil;48,26722436;0,69464765; 
Le Theil-de-Bretagne;France;Le Theil-de-Bretagne;47,9187131;-1,4323762; 
Le Thor;France;Le Thor;43,92640557;4,99603452; 
Etaples Le Touquet;France;Le Touquet Paris Plage;50,51690234;1,64347897;OUI
Le Treport;France;Le Treport;50,06273209;1,37651931; 
Le Verdon-sur-Mer;France;Le Verdon-sur-Mer;45,54958598;-1,06492394; 
Le Vernet;France;Le Vernet;43,18948801;1,61169689; 
Lectoure;France;Lectoure;43,93107748;0,6151243; 
Leforest;France;Leforest;50,42769946;3,05925267; 
Lège;France;Lege;42,87718022;0,61088917; 
Lemberg;France;Lemberg;49,00072021;7,3801004; 
Lens;France;Lens;50,42629773;2,82852786;OUI
Lentilly;France;Lentilly;45,82175825;4,66724332; 
Lépanges-sur-Vologne;France;Lepanges-sur-Vologne;48,17260013;6,67213953; 
Lépin-le-Lac;France;Lepin-le-Lac;45,541642;5,76417422; 
Les Abrets;France;Les Abrets;45,54215566;5,57569791; 
Les Ancizes-Comps;France;Les Ancizes-Comps;45,93139799;2,83502109; 
Les Arcs - Draguignan;France;Les Arcs;43,45552022;6,48249633;OUI
Les Aubrais (à 4km d'Orléans);France;Les Aubrais;47,92691735;1,90608452;OUI
Les Cabannes;France;Les Cabannes;42,78653697;1,68617988; 
Les Clouzeaux;France;Les Clouzeaux;46,6378333;-1,53351853; 
les Deux Jumeaux;France;les Deux Jumeaux;43,37002095;-1,76440554; 
Les Églisottes-et-Chalaures;France;Les Eglisottes-et-Chalaures;45,0942653;-0,04353312; 
Les Essarts-le-Roi;France;Les Essarts-le-Roi;48,72189419;1,8900672; 
Les Eyzies-de-Tayac-Sireuil;France;Les Eyzies-de-Tayac-Sireuil;44,94106958;1,00826678; 
Les Houches;France;Les Houches;45,89385932;6,79730078; 
Les Islettes;France;Les Islettes;49,10636755;5,00251528; 
Les Martres-de-Veyre;France;Les Martres-de-Veyre;45,68872118;3,19319183; 
Les Moutiers-en-Retz;France;Les Moutiers-en-Retz;47,06193956;-2,00170119; 
Les Mureaux;France;Les Mureaux;48,99242281;1,91303319; 
Les Neyrolles;France;Les Neyrolles;46,13899598;5,63046064; 
Les Ormes;France;Les Ormes;46,97078047;0,60816545; 
Les Pavillons-sous-Bois;France;Les Pavillons-sous-Bois;48,90292847;2,51233417; 
Les Quatre-Routes-du-Lot;France;Les Quatre-Routes-du-Lot;44,99702043;1,64449814; 
Les Roches-de-Condrieu;France;Les Roches-de-Condrieu;45,4506407;4,77024858; 
Les Rosiers-sur-Loire;France;Les Rosiers-sur-Loire;47,36220254;-0,22003799; 
Les Sables-d'Olonne;France;Les Sables-d'Olonne;46,49921246;-1,79295546;OUI
Les Salelles;France;Les Salelles;44,48309298;3,27961356; 
Lescar;France;Lescar;43,32422107;-0,43615046; 
L'Escarène;France;L'Escarene;43,83924045;7,35207134; 
Lesparre;France;Lesparre;45,30297584;-0,94443913; 
Lesquin;France;Lesquin;50,58917678;3,11933104; 
Lesseux;France;Lesseux;48,29005618;7,07700463; 
Lestelle-de-Saint-Martory;France;Lestelle-de-Saint-Martory;43,11901953;0,91303946; 
L'Étang-la-Ville;France;L'Etang-la-Ville;48,86855075;2,07759526; 
Leucate la Franqui;France;Leucate la Franqui;42,93284181;3,01274698; 
Leval;France;Leval;50,18469206;3,83627726; 
Lezennes;France;Lezennes;50,62055968;3,10016542; 
Lezignan Aude;France;Lezignan Aude;43,19997074;2,76985676; 
Lezoux;France;Lezoux;45,82107477;3,38595185; 
L'Herbergement;France;L'Herbergement;46,9064074;-1,37179981; 
L'Hermitage;France;L'Hermitage;48,12316333;-1,81918843; 
L'Hôpital-du-Grosbois;France;L'Hopital-du-Grosbois;47,16910571;6,21310146; 
Liancourt-Saint-Pierre;France;Liancourt-Saint-Pierre;49,2203976;1,90546253; 
Liart;France;Liart;49,77101354;4,33517164; 
Libercourt;France;Libercourt;50,47975631;3,00879173; 
Libourne;France;Libourne;44,91578394;-0,23604637;OUI
Lièpvre;France;Liepvre;48,27234539;7,2805252; 
Liernais;France;Liernais;47,21384591;4,26714134; 
Liesle;France;Liesle;47,05854399;5,82079494; 
Lieusaint;France;Lieusaint;48,62775798;2,5697459; 
Liévin;France;Lievin;50,43416029;2,77051646; 
Lignerolles;France;Lignerolles;46,27809951;2,5753929; 
Ligugé;France;Liguge;46,52214135;0,33384249; 
Lille Europe;France;Lille;50,63968549;3,07489706;OUI
Lille Flandres;France;Lille;50,63574423;3,07244105;OUI
Lillers;France;Lillers;50,56112567;2,47913006; 
Limay;France;Limay;48,98442033;1,74697013; 
Limeray;France;Limeray;47,44984293;1,04912932; 
Limersheim;France;Limersheim;48,4611139;7,65967099; 
Limeyrat;France;Limeyrat;45,156202;0,97785923; 
Limoges Bénédictins;France;Limoges;45,83721298;1,26900305;OUI
Limoux;France;Limoux;43,05647508;2,2229991; 
Lingolsheim;France;Lingolsheim;48,55949693;7,67869483; 
Lisieux;France;Lisieux;49,1372519;0,23168224;
L'Isle-Adam;France;L'Isle-Adam;49,11462518;2,20981742; 
L'Isle-d'Abeau;France;L'Isle-d'Abeau;45,60717591;5,21969523; 
L'Isle-Jourdain;France;L'Isle-Jourdain;43,61732736;1,0897179; 
L'Isle-sur-la-Sorgue;France;L'Isle-sur-la-Sorgue;43,91709368;5,04746437; 
L'Isle-sur-le-Doubs;France;L'Isle-sur-le-Doubs;47,4471889;6,58150106; 
Lisle-sur-Tarn;France;Lisle-sur-Tarn;43,85622797;1,80774477; 
Lison;France;Lison;49,22705349;-1,05028492;
Lissac;France;Lissac;45,1423053;3,73613589; 
Liverdun;France;Liverdun;48,74923801;6,06152895; 
Livinhac-le-Haut;France;Livinhac-le-Haut;44,58105823;2,20029302; 
Livron-sur-Drôme;France;Livron-sur-Drome;44,77990875;4,82989844; 
Livry-Gargan;France;Livry-Gargan;48,90897878;2,51703105; 
Livry-sur-Seine;France;Livry-sur-Seine;48,51035109;2,67905875; 
Lizy-sur-Ourcq;France;Lizy-sur-Ourcq;49,02189038;3,03192368; 
Loches;France;Loches;47,13040021;1,0009696; 
Locquignol;France;Locquignol;50,15840961;3,74309095; 
Loison-sous-Lens;France;Loison-sous-Lens;50,44011563;2,8590104; 
Loisy-sur-Marne;France;Loisy-sur-Marne;48,759401;4,54021225; 
Loivre;France;Loivre;49,34675063;3,9904107; 
Longages;France;Longages;43,35620731;1,25198681; 
Longecourt-en-Plaine;France;Longecourt-en-Plaine;47,19356542;5,13475839; 
Longevilles-Mont-d'Or;France;Longevilles-Mont-d'Or;46,75285172;6,30434731; 
Longjumeau;France;Longjumeau;48,70230644;2,2945465; 
Longpont;France;Longpont;49,2726992;3,22978302; 
Longpré-les-Corps-Saints;France;Longpre-les-Corps-Saints;50,01142145;2,00315966; 
Longroy;France;Longroy;49,98244466;1,55197181; 
Longueau;France;Longueau;49,86429987;2,35203366;
Longueil-Annel;France;Longueil-Annel;49,46698505;2,8631516; 
Longueil-Sainte-Marie;France;Longueil-Sainte-Marie;49,34233014;2,71607935; 
Longué-Jumelles;France;Longue-Jumelles;47,38687304;-0,11393476; 
Longuerue;France;Longuerue;49,5568637;1,27678111; 
Longueville;France;Longueville;48,51241134;3,25123494; 
Longueville-sur-Scie;France;Longueville-sur-Scie;49,79182035;1,11050012; 
Longuyon;France;Longuyon;49,44720611;5,60358491; 
Longwy;France;Longwy ;49,51258907;5,76913851; 
Lons-le-Saunier;France;Lons-le-Saunier;46,66839755;5,55087712;OUI
Loos;France;Loos;50,61287676;3,01796668; 
Loos-en-Gohelle;France;Loos-en-Gohelle;50,43781206;2,79288584; 
Loreux;France;Loreux;47,39035736;1,83503601; 
Lorient;France;Lorient;47,75520333;-3,36634771;OUI
Loriol-sur-Drôme;France;Loriol-sur-Drome;44,75460111;4,81687526; 
Lorp-Sentaraille;France;Lorp-Sentaraille;43,02829963;1,1063038; 
Lorraine TGV (à 30km de Metz et Nancy);France;Lorraine TGV;48,94404768;6,16738098;OUI
Lortet;France;Lortet;43,0425622;0,37950657; 
Loudéac;France;Loudeac;48,18039909;-2,76306436; 
Loudrefing;France;Loudrefing;48,85815528;6,8817776; 
Loudun;France;Loudun;47,01602558;0,08334456; 
Louhans;France;Louhans;46,63075442;5,2171132; 
Louhossoa;France;Louhossoa;43,30593656;-1,36257345; 
Loulay;France;Loulay;46,04350743;-0,50187952; 
Lourches;France;Lourches;50,31023718;3,34338287; 
Lourdes;France;Lourdes;43,10059854;-0,04181865;OUI
Loures-Barousse;France;Loures-Barousse;43,02113045;0,61044906; 
